,score,component,cui,term,points
763,hasbled,stroke,S-724424009,Cerebral ischemic stroke due to small artery occlusion (disorder),1
764,hasbled,liver_disease,S-235911006,Liver transplant rejection (disorder),1
765,hasbled,liver_disease,S-197361008,Toxic liver disease with chronic active hepatitis (disorder),1
766,hasbled,liver_disease,S-419728003,Portal cirrhosis (disorder),1
767,hasbled,liver_disease,S-235886005,Chronic hepatic failure (disorder),1
768,hasbled,liver_disease,S-173639004,Fiberoptic esophagoscopy and injection sclerotherapy of varices (procedure),1
769,hasbled,liver_disease,S-307757001,Chronic alcoholic hepatitis (disorder),1
770,hasbled,renal_disease,S-324311000000101,Chronic kidney disease stage 3A with proteinuria (disorder),1
771,hasbled,renal_disease,S-950211000000107,Chronic kidney disease with glomerular filtration rate category G4 and albuminuria category A2 (disorder),1
772,hasbled,stroke,S-230715005,Posterior circulation stroke of uncertain pathology (disorder),1
773,hasbled,renal_disease,S-714152005,Chronic kidney disease stage 5 on dialysis (disorder),1
774,hasbled,alcohol,S-160592001,Alcohol intake above recommended sensible limits (finding),1
775,hasbled,stroke,S-195185009,Cerebral infarct due to thrombosis of precerebral arteries,1
776,hasbled,liver_disease,S-708248004,End stage liver disease (disorder),1
777,hasbled,liver_disease,S-62216007,Familial arthrogryposis-cholestatic hepatorenal syndrome (disorder),1
778,hasbled,liver_disease,S-735733008,Cirrhosis of liver co-occurrent and due to primary sclerosing cholangitis (disorder),1
779,hasbled,liver_disease,S-19682006,Lupus hepatitis (disorder),1
780,hasbled,liver_disease,S-1116000,Chronic aggressive type B viral hepatitis (disorder),1
781,hasbled,stroke,S-276722003,Intracerebellar and posterior fossa hemorrhage (disorder),1
782,hasbled,liver_disease,S-195474004,Esophageal varices associated with another disorder (disorder),1
783,hasbled,liver_disease,S-1287007,Congenital absence of bile duct (disorder),1
784,hasbled,liver_disease,S-128302006,Chronic hepatitis C (disorder),1
785,hasbled,liver_disease,S-20415001,Progressive sclerosing poliodystrophy (disorder),1
786,hasbled,liver_disease,S-197310003,Biliary cirrhosis of children (disorder),1
787,hasbled,liver_disease,S-235901004,Hepatic fibrosis with hepatic sclerosis (disorder),1
788,hasbled,liver_disease,S-737297006,Transplanted liver present (finding),1
789,hasbled,liver_disease,S-266468003,Cirrhosis - non-alcoholic (disorder),1
790,hasbled,liver_disease,S-235885009,Subfulminant hepatic failure (disorder),1
791,hasbled,liver_disease,S-173661009,Rigid esophagoscopy and banding of esophageal varices (procedure),1
792,hasbled,liver_disease,S-79607001,Congenital hepatic fibrosis (disorder),1
793,hasbled,alcohol,S-160578007,Very heavy drinker - greater than 9 units/day (finding),1
794,hasbled,liver_disease,S-424099008,Hepatic coma due to acute hepatitis B (disorder),1
795,hasbled,liver_disease,S-425413006,Drug-induced cirrhosis of liver (disorder),1
796,hasbled,liver_disease,S-737202006,Fibropolycystic disease of liver (disorder),1
797,hasbled,liver_disease,S-61477008,Incision and exploration of liver (procedure),1
798,hasbled,liver_disease,S-26206000,Hepatic coma due to viral hepatitis B (disorder),1
799,hasbled,liver_disease,S-536002,Glissonian cirrhosis (disorder),1
800,hasbled,liver_disease,S-713370005,Acute on chronic alcoholic liver disease (disorder),1
801,hasbled,liver_disease,S-123605001,Nutritional cirrhosis (disorder),1
802,hasbled,liver_disease,S-768125005,Chronic hepatitis C caused by Hepatitis C virus genotype 2 (disorder),1
803,hasbled,liver_disease,S-725416005,Cardiomyopathy co-occurrent and due to cirrhosis of liver (disorder),1
804,hasbled,liver_disease,S-767810006,Chronic hepatitis C caused by hepatitis C virus genotype 5 (disorder),1
805,hasbled,liver_disease,S-235870003,Chronic non-A non-B hepatitis (disorder),1
806,hasbled,liver_disease,S-21861000,Micronodular cirrhosis (disorder),1
807,hasbled,liver_disease,S-31742004,Arteriohepatic dysplasia (disorder),1
808,hasbled,liver_disease,S-174427006,Replacement of previous liver transplant (procedure),1
809,hasbled,liver_disease,S-271440004,Cirrhosis secondary to cholestasis (disorder),1
810,hasbled,alcohol,S-228316000,Alcoholic binges exceeding sensible amounts (finding),1
811,hasbled,alcohol,S-10939900000000000,Unhealthy alcohol drinking behavior (finding),1
812,hasbled,liver_disease,S-235900003,Portal and splenic vein sclerosis (disorder),1
813,hasbled,liver_disease,S-82821008,Congenital atresia of extrahepatic bile duct (disorder),1
814,hasbled,liver_disease,S-773411000000107,Liver failure support management (procedure),1
815,hasbled,liver_disease,S-197296006,Capsular portal cirrhosis (disorder),1
816,hasbled,liver_disease,S-266471006,Juvenile portal cirrhosis (disorder),1
817,hasbled,stroke,S-734383005,Thrombosis of left middle cerebral artery (disorder),1
818,hasbled,liver_disease,S-408335007,Autoimmune hepatitis (disorder),1
819,hasbled,liver_disease,S-235897005,Hypoxia-associated cirrhosis (disorder),1
820,hasbled,liver_disease,S-174425003,Orthotopic liver transplant (procedure),1
821,hasbled,liver_disease,S-197360009,Toxic liver disease with chronic lobular hepatitis (disorder),1
822,hasbled,liver_disease,S-6183001,Indian childhood cirrhosis (disorder),1
823,hasbled,liver_disease,S-18027006,Transplantation of liver (procedure),1
824,hasbled,stroke,S-195201005,Multiple and bilateral precerebral artery syndromes,1
825,hasbled,liver_disease,S-173679008,Balloon tamponade of esophagus (procedure),1
826,hasbled,liver_disease,S-265437009,Exploration of liver (procedure),1
827,hasbled,liver_disease,S-76783007,Chronic hepatitis (disorder),1
828,hasbled,liver_disease,S-197291001,Unilobular portal cirrhosis (disorder),1
829,hasbled,liver_disease,S-79720007,Chronic nonalcoholic liver disease (disorder),1
830,hasbled,renal_disease,S-950181000000106,Chronic kidney disease with glomerular filtration rate category G4 and albuminuria category A1 (disorder),1
831,hasbled,alcohol,S-228317009,Alcoholic binges exceeding safe amounts (finding),1
832,hasbled,stroke,S-308128006,Right sided intracerebral hemorrhage unspecified,1
833,hasbled,renal_disease,S-700379002,Chronic kidney disease stage 3B (disorder),1
834,hasbled,liver_disease,S-61977001,Chronic type B viral hepatitis (disorder),1
835,hasbled,liver_disease,S-776981000000103,Cirrhosis associated with cystic fibrosis (disorder),1
836,hasbled,liver_disease,S-81675001,Chronic yellow atrophy of liver (disorder),1
837,hasbled,liver_disease,S-235881000,Alcoholic hepatic failure (disorder),1
838,hasbled,liver_disease,S-1761006,Biliary cirrhosis (disorder),1
839,hasbled,liver_disease,S-62484002,Hepatic fibrosis (disorder),1
840,hasbled,renal_disease,S-431855005,Chronic kidney disease stage 1 (disorder),1
841,hasbled,stroke,S-281240008,Extension of cerebrovascular accident (disorder),1
842,hasbled,liver_disease,S-197286002,Recurrent hepatitis (disorder),1
843,hasbled,liver_disease,S-235869004,Chronic viral hepatitis B with hepatitis D (disorder),1
844,hasbled,liver_disease,S-235899008,Hepatic sclerosis (disorder),1
845,hasbled,liver_disease,S-213231008,Hepatorenal syndrome as a complication of care (disorder),1
846,hasbled,liver_disease,S-17709002,Bleeding esophageal varices (disorder),1
847,hasbled,liver_disease,S-9953008,Acute alcoholic liver disease (disorder),1
848,hasbled,liver_disease,S-50325005,Alcoholic fatty liver (disorder),1
849,hasbled,liver_disease,S-197279005,Cirrhosis and chronic liver disease (disorder),1
850,hasbled,liver_disease,S-77480004,Congenital biliary atresia (disorder),1
851,hasbled,liver_disease,S-59927004,Hepatic failure (disorder),1
852,hasbled,stroke,S-195168007,Intracerebral haemorrhage intraventricular,1
853,hasbled,stroke,S-16000511000119104,Cerebrovascular accident due to occlusion of left middle cerebral artery (disorder),1
854,hasbled,stroke,S-195209007,Middle cerebral artery syndrome (disorder),1
855,hasbled,liver_disease,S-426356008,Orthotopic transplantation of whole liver (procedure),1
856,hasbled,liver_disease,S-74669004,Cardiac cirrhosis (disorder),1
857,hasbled,liver_disease,S-266469006,Multilobular portal cirrhosis (disorder),1
858,hasbled,liver_disease,S-76301009,Florid cirrhosis (disorder),1
859,hasbled,liver_disease,S-123604002,Toxic cirrhosis (disorder),1
860,hasbled,alcohol,S-198421000000000,Hazardous alcohol use (finding),1
861,hasbled,stroke,S-413102000,Infarction of basal ganglia (disorder),1
862,hasbled,stroke,S-95454007,Brain stem hemorrhage (disorder),1
863,hasbled,stroke,S-1089411000000104,Cerebral infarction due to occlusion of cerebral artery (disorder),1
864,hasbled,stroke,S-195217004,Right sided cerebral hemisphere cerebrovascular accident (disorder),1
865,hasbled,stroke,S-230698000,Lacunar infarction,1
866,hasbled,stroke,S-371041009,Embolic stroke (disorder),1
867,hasbled,stroke,S-195213000,Cerebellar stroke syndrome (disorder),1
868,hasbled,stroke,S-1078001000000105,Haemorrhagic stroke (disorder),1
869,hasbled,alcohol,S-198431000000000,Harmful alcohol use (finding),1
870,hasbled,stroke,S-16371781000119100,Cerebellar stroke (disorder),1
871,hasbled,stroke,S-195212005,Brainstem stroke syndrome (disorder),1
872,hasbled,stroke,S-195200006,Carotid artery syndrome hemispheric,1
873,hasbled,stroke,S-297138001,Embolus of circle of Willis (disorder),1
874,hasbled,stroke,S-444172003,Recurrent transient cerebral ischemic attack (disorder),1
875,hasbled,stroke,S-195216008,Left sided cerebral hemisphere cerebrovascular accident,1
876,hasbled,stroke,S-20059004,Occlusion of cerebral artery (disorder),1
877,hasbled,renal_disease,S-129151000119102,Chronic kidney disease stage 4 due to hypertension (disorder),1
878,hasbled,stroke,S-230709005,Massive supratentorial cerebral hemorrhage (disorder),1
879,hasbled,stroke,S-276222004,Top of basilar syndrome (disorder),1
880,hasbled,stroke,S-195186005,Cerebral infarction due to embolism of precerebral arteries,1
881,hasbled,stroke,S-195167002,External capsule hemorrhage,1
882,hasbled,stroke,S-734384004,Thrombosis of right middle cerebral artery (disorder),1
883,hasbled,stroke,S-195210002,Anterior cerebral artery syndrome,1
884,hasbled,stroke,S-432504007,Cerebral infarction (disorder),1
885,hasbled,stroke,S-230704000,Multi-infarct state (disorder),1
886,hasbled,stroke,S-274100004,Cerebral hemorrhage,1
887,hasbled,stroke,S-125081000119106,Cerebral infarction due to occlusion of precerebral artery,1
888,hasbled,stroke,S-230712008,Lacunar hemorrhage (disorder),1
889,hasbled,stroke,S-230706003,Hemorrhagic cerebral infarction (disorder),1
890,hasbled,stroke,S-34781003,Vertebral artery syndrome (disorder),1
891,hasbled,stroke,S-373606000,Occlusive stroke (disorder),1
892,hasbled,stroke,S-195165005,Basal ganglia hemorrhage,1
893,hasbled,alcohol,S-228281002,Problem drinker (finding),1
894,hasbled,stroke,S-25133001,Completed stroke (disorder),1
895,hasbled,stroke,S-52201006,Internal capsule hemorrhage,1
896,hasbled,stroke,S-230694003,Total anterior cerebral circulation infarction (disorder),1
897,hasbled,alcohol,S-228326007,Drinking binge (finding),1
898,hasbled,alcohol,S-228315001,Binge drinker (finding),1
899,hasbled,stroke,S-195212005,Brainstem stroke syndrome,1
900,hasbled,stroke,S-195206000,Intermittent cerebral ischaemia,1
901,hasbled,stroke,S-95457000,Brain stem infarction,1
902,hasbled,stroke,S-275434003,Stroke in the puerperium,1
903,hasbled,stroke,S-49422009,Cortical hemorrhage,1
904,hasbled,stroke,S-195217004,Right sided CVA,1
905,hasbled,bleeding_medications,S-3420111000001100,Codafen Continus tablets (Napp Pharmaceuticals Ltd),1
906,hasbled,bleeding_medications,S-643711000001106,Brufen 200mg tablets (Abbott Laboratories Ltd),1
907,hasbled,bleeding_medications,S-263211000001109,Brufen 400mg tablets (Mylan),1
908,hasbled,bleeding_medications,S-230111000001100,Brufen 600mg tablets (Mylan),1
909,hasbled,bleeding_medications,S-445711000001109,Brufen 100mg/5ml syrup (Mylan),1
910,hasbled,bleeding_medications,S-3239211000001100,Brufen 600mg effervescent granules sachets (Mylan),1
911,hasbled,bleeding_medications,S-368011000001100,Brufen Retard 800mg tablets (Mylan),1
912,hasbled,bleeding_medications,S-3159211000001100,Fenbid 300mg Spansules (Mercury Pharma Group Ltd),1
913,hasbled,bleeding_medications,S-640911000001100,Cuprofen 200mg tablets (SSL International Plc),1
914,hasbled,bleeding_medications,S-621611000001103,Cuprofen Maximum Strength 400mg tablets (Reckitt Benckiser Healthcare (UK) Ltd),1
915,hasbled,bleeding_medications,S-9890311000001100,Cuprofen for Children 100mg/5ml oral suspension (SSL International Plc),1
916,hasbled,bleeding_medications,S-8092711000001100,Cuprofen PLUS tablets (SSL International Plc),1
917,hasbled,bleeding_medications,S-240311000001104,Relcofen 400mg tablets (Actavis UK Ltd),1
918,hasbled,bleeding_medications,S-3996111000001100,Galprofen Long Lasting 200mg capsules (Galpharm International Ltd),1
919,hasbled,bleeding_medications,S-32811000001101,Galprofen 100mg/5ml oral suspension (Galpharm International Ltd),1
920,hasbled,bleeding_medications,S-642011000001100,Junior Ibuprofen 100mg/5ml oral suspension (Numark Ltd),1
921,hasbled,bleeding_medications,S-24584811000001100,Numark Max Strength Pharmacy Ibuprofen 400mg tablets (Numark Ltd),1
922,hasbled,bleeding_medications,S-31004511000001100,Boots Ibuprofen and Codeine 200mg/12.8mg tablets (The Boots Company Plc),1
923,hasbled,bleeding_medications,S-31005011000001100,Boots Ibuprofen Long Lasting 200mg capsules (The Boots Company Plc),1
924,hasbled,bleeding_medications,S-195311000001101,Ibufem 200mg tablets (Galpharm International Ltd),1
925,hasbled,bleeding_medications,S-3918911000001100,Anadin Ultra 200mg capsules (Pfizer Consumer Healthcare Ltd),1
926,hasbled,bleeding_medications,S-10752411000001100,Anadin LiquiFast 400mg capsules (Pfizer Consumer Healthcare Ltd),1
927,hasbled,bleeding_medications,S-13101011000001100,Anadin Joint Pain 200mg tablets (Pfizer Consumer Healthcare Ltd),1
928,hasbled,bleeding_medications,S-19510011000001100,Anadin LiquiFast 200mg effervescent tablets (Pfizer Consumer Healthcare Ltd),1
929,hasbled,bleeding_medications,S-13750411000001100,Lloydspharmacy Ibuprofen Long Lasting 200mg capsules (Lloyds Pharmacy Ltd),1
930,hasbled,bleeding_medications,S-13860211000001100,Lloydspharmacy Ibuprofen 200mg liquid capsules (Lloyds Pharmacy Ltd),1
931,hasbled,bleeding_medications,S-7929311000001100,Lloydspharmacy Ibuprofen 100mg/5ml oral suspension (Lloyds Pharmacy Ltd),1
932,hasbled,bleeding_medications,S-336911000001107,Hedex Ibuprofen 200mg caplets (GlaxoSmithKline Consumer Healthcare),1
933,hasbled,bleeding_medications,S-17042011000001100,Hedex Ibuprofen 200mg tablets (Omega Pharma Ltd),1
934,hasbled,bleeding_medications,S-10686711000001100,Dicloflex Retard 100mg tablets (Almus Pharmaceuticals Ltd),1
935,hasbled,bleeding_medications,S-18299411000001100,Dicloflex 75mg SR tablets (Actavis UK Ltd),1
936,hasbled,bleeding_medications,S-814411000001103,Volsaid Retard 75 tablets (Chiesi Ltd),1
937,hasbled,bleeding_medications,S-632211000001109,Volsaid Retard 100 tablets (Chiesi Ltd),1
938,hasbled,bleeding_medications,S-922511000001109,Dexomon 75mg SR tablets (Hillcross Pharmaceuticals Ltd),1
939,hasbled,bleeding_medications,S-658811000001106,Flamatak MR 100mg tablets (Actavis UK Ltd),1
940,hasbled,bleeding_medications,S-13411000001102,Flamatak MR 75mg tablets (Actavis UK Ltd),1
941,hasbled,bleeding_medications,S-193511000001108,Diclotard 75mg modified-release tablets (Galen Ltd),1
942,hasbled,bleeding_medications,S-715111000001109,Rheumatac Retard 75 tablets (Advanz Pharma),1
943,hasbled,bleeding_medications,S-906311000001107,Defanac 75mg SR tablets (Ranbaxy (UK) Ltd),1
944,hasbled,bleeding_medications,S-440911000001102,Defanac Retard 100mg tablets (Ranbaxy (UK) Ltd),1
945,hasbled,bleeding_medications,S-253811000001104,Fenactol 25mg gastro-resistant tablets (Discovery Pharmaceuticals),1
946,hasbled,bleeding_medications,S-359411000001107,Fenactol 50mg gastro-resistant tablets (Dexcel-Pharma Ltd),1
947,hasbled,bleeding_medications,S-210711000001105,Fenactol SR 75mg tablets (Discovery Pharmaceuticals),1
948,hasbled,bleeding_medications,S-656011000001104,Fenactol Retard 100mg tablets (Dexcel-Pharma Ltd),1
949,hasbled,bleeding_medications,S-5639311000001100,Econac SR 75mg tablets (Advanz Pharma),1
950,hasbled,bleeding_medications,S-22591711000001100,Misofen 50mg/200microgram gastro-resistant tablets (Morningside Healthcare Ltd),1
951,hasbled,bleeding_medications,S-22592011000001100,Misofen 75mg/200microgram gastro-resistant tablets (Morningside Healthcare Ltd),1
952,hasbled,bleeding_medications,S-29688611000001100,Masidemen 50mg/200microgram gastro-resistant tablets (Actavis UK Ltd),1
953,hasbled,bleeding_medications,S-29688811000001100,Masidemen 75mg/200microgram gastro-resistant tablets (Actavis UK Ltd),1
